Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
2485,03/11/2013,Stressed,Equity,Swap,5.3041,6.5787,92.3724,115.5751,0.0249,2.5685,0.2623,0.0994,0.0409,0.041,0.3242,0.3835,0.3459,0.0563,4.8281,4.8821,102.1375,0.0448,2.7388,3.0098,0.9307,0.0095,0.6079,1090.5186,113.348,111.0856,113.2834,99.7068,134.4409,643549.2782,0.286,0.0734,11.7554,10.8344
2486,03/01/2001,Base,Alternative,Gold,9.3507,8.7135,115.6156,106.3058,0.0331,1.1673,0.2264,0.0618,0.0559,0.0286,0.4319,0.383,0.1768,0.0345,7.3566,5.4956,104.2192,0.04,0.9196,1.9622,1.8492,0.0119,0.5369,990.2465,104.4361,93.3944,102.9273,111.7021,138.6245,628317.4811,0.2709,0.0635,10.8977,11.234
2487,19/12/2014,Stressed,Commodity,Preferred Stock,5.759,6.0133,89.164,95.7718,0.0309,0.7961,0.3673,0.055,0.0239,0.055,0.2904,0.2263,0.4839,0.0644,7.2187,7.5712,99.619,0.0439,0.9937,1.9755,2.1125,0.0355,0.5352,1183.3727,107.213,102.7343,111.1534,104.3667,144.8799,595554.1539,0.2556,0.044,12.187,10.7836
2488,24/02/2010,Monte Carlo,Fixed Income,Private Equity,6.7722,7.7203,95.6912,95.3089,0.0376,2.1686,0.4097,0.0519,0.1052,0.0485,0.471,0.5057,0.0212,0.0335,6.1214,6.1033,98.1815,0.0348,3.0549,1.0083,1.0062,0.0282,0.7239,903.8092,102.6799,94.8637,110.7351,121.1926,128.7488,742279.1339,0.2058,0.0513,10.1928,13.2439
2489,05/12/2017,Stressed,Fixed Income,Government Bond,7.5548,8.3789,118.0903,123.4241,0.0208,1.2292,0.3414,0.08,0.0804,0.0571,0.3993,0.2506,0.3608,0.0461,4.9101,6.2839,101.7003,0.0465,1.8927,1.9898,2.1575,0.0453,0.3893,1050.3976,95.851,109.5385,100.2167,96.6615,162.5208,567691.3677,0.2256,0.0723,13.1072,13.2591
2490,04/09/2021,Base,Alternative,Agriculture,5.8148,6.8302,84.2499,121.9094,0.0243,1.3754,0.2448,0.0247,0.0842,0.0535,0.3123,0.4164,0.3052,0.0549,4.7456,4.5188,99.1187,0.0312,1.0511,2.1372,0.9179,0.0285,0.422,1017.211,101.2189,119.235,110.6789,105.3088,139.5793,623223.929,0.2263,0.0584,14.7182,14.4291
2491,08/05/2006,Monte Carlo,Commodity,Municipal Bond,7.2911,6.6602,93.2807,95.1324,0.0237,2.2611,0.3946,0.0574,0.088,0.0277,0.2888,0.322,0.3811,0.0586,3.8806,3.8585,107.054,0.0332,1.0966,0.9033,2.0338,0.014,0.4515,1082.281,99.7665,112.71,105.1445,89.4562,144.4157,653994.4632,0.2879,0.0633,12.8413,15.4865
2492,09/06/2010,Monte Carlo,Alternative,Real Estate,6.6991,8.6918,116.2442,96.169,0.0442,0.8339,0.4102,0.0418,0.1022,0.0455,0.3784,0.2851,0.2789,0.0655,6.2669,4.7533,100.5231,0.0419,1.9599,2.0619,1.9472,0.0312,0.6832,874.0028,102.7386,114.351,121.242,114.74,132.2538,645854.1645,0.2996,0.0635,14.5385,16.0614
2493,15/11/2014,Monte Carlo,Derivative,Municipal Bond,6.4808,7.724,108.7796,121.2296,0.0471,0.6533,0.2148,0.0405,0.077,0.0663,0.2941,0.2406,0.4633,0.0662,6.5081,8.3162,106.6136,0.0368,0.9564,1.0369,1.9614,0.0232,0.5206,965.3285,104.3267,119.4318,109.905,113.1026,158.6318,663633.4338,0.2337,0.043,13.321,13.5758
2494,07/12/2014,Stressed,Derivative,Municipal Bond,8.1154,8.0711,97.0726,107.6996,0.04,0.8136,0.2653,0.1034,0.0866,0.0356,0.2259,0.4756,0.3215,0.0603,6.5886,4.868,93.9659,0.0373,2.0227,2.9823,3.0595,0.0225,0.4973,862.1975,104.8358,109.911,110.1899,100.7301,129.1251,480469.1804,0.2418,0.0638,10.78,11.6966
2495,29/04/2011,Stressed,Commodity,Real Estate,8.9885,6.9025,110.1542,98.6086,0.0369,1.5594,0.2944,0.0705,0.0613,0.1005,0.3497,0.2827,0.3658,0.0475,5.196,5.7659,114.5415,0.0371,1.8858,1.8809,2.0984,0.0364,0.5138,1072.9256,91.0147,95.9989,125.4025,103.6264,132.0226,596158.9674,0.1922,0.064,15.0405,15.6705
2496,27/05/2022,Base,Commodity,Agriculture,8.8034,5.7922,109.9957,128.2827,0.0316,2.4613,0.3253,0.0945,0.0859,0.0403,0.4098,0.4336,0.1624,0.0465,7.2061,3.9474,102.2765,0.0414,1.854,1.0301,2.1516,0.0328,0.4612,1046.628,90.345,96.4997,122.1687,112.7123,137.7026,536082.1236,0.2767,0.0703,14.0545,12.271
2497,09/01/2006,Base,Commodity,Agriculture,9.6067,7.9875,106.6583,114.8345,0.0412,1.661,0.3938,0.049,0.0303,0.0221,0.2809,0.3585,0.4008,0.0538,5.243,3.9473,95.1505,0.0458,2.0521,1.9297,2.0653,0.0188,0.4443,1157.0433,100.1427,114.3869,117.2819,108.9551,128.1692,627275.7912,0.2777,0.0736,12.4737,14.9565
2498,23/08/2019,Base,Fixed Income,Gold,7.1749,10.4059,117.1859,96.8062,0.024,1.6345,0.1948,0.0681,0.0229,0.0937,0.3858,0.4501,0.1507,0.0491,4.6095,5.1692,112.2302,0.0353,2.1588,2.7579,1.9287,0.0246,0.4643,1153.1459,95.3334,105.5117,108.7436,108.4627,143.5481,513569.9563,0.2507,0.0571,10.8037,14.0271
2499,12/12/2017,Stressed,Fixed Income,Swap,7.666,6.7798,105.5303,106.8035,0.0459,1.8094,0.2439,0.0695,0.0338,0.0909,0.2782,0.2476,0.4692,0.0497,6.2844,5.3207,118.6081,0.0455,1.0887,2.0212,2.0131,0.0231,0.7062,1032.8885,108.2736,101.6949,106.3176,105.0341,124.0178,579437.7536,0.2508,0.0737,11.3597,13.3703
2500,03/01/2023,Monte Carlo,Derivative,Real Estate,7.9503,7.8238,118.1982,104.5536,0.0199,1.4646,0.2911,0.0312,0.053,0.0676,0.4322,0.2155,0.3775,0.0783,8.0481,5.14,112.5048,0.0484,1.8756,1.8039,0.9857,0.0414,0.6815,930.902,90.5483,110.2731,107.9829,109.0743,140.1567,613698.0476,0.1935,0.0559,14.9326,13.4421
2501,07/10/2020,Stressed,Fixed Income,Corporate Bond,8.3233,8.1933,136.3608,118.4599,0.0269,1.7281,0.3536,0.0384,0.0854,0.0764,0.4601,0.2689,0.2429,0.0478,6.132,5.4412,98.4861,0.052,2.1311,0.9783,0.9992,0.0343,0.6262,991.7012,111.4599,105.1359,107.9133,124.9388,153.826,658807.9333,0.293,0.0553,14.0927,16.6707
2502,30/07/2005,Base,Derivative,Agriculture,7.592,7.725,105.1829,88.0212,0.038,1.6964,0.4061,0.058,0.0312,0.085,0.3121,0.4375,0.2918,0.0524,7.5113,4.7758,113.4099,0.0326,1.822,1.045,1.0615,0.0426,0.5511,954.2816,113.1436,110.8535,110.6984,93.7792,158.3639,699013.8842,0.1984,0.0451,12.9808,13.2764
2503,31/12/2012,Stressed,Fixed Income,Hedge Fund,5.9707,8.7417,113.9809,103.3781,0.0503,2.5469,0.3636,0.0496,0.0974,0.072,0.253,0.4244,0.2984,0.0615,6.1152,7.3202,96.5372,0.042,2.0253,2.0591,1.983,0.0159,0.7392,1029.8257,101.9713,97.3195,118.0572,115.0384,142.9704,670701.6038,0.2583,0.0479,13.0548,17.5361
2504,03/02/2008,Base,Fixed Income,Agriculture,7.1743,9.6215,110.9604,109.4399,0.0416,1.5893,0.3068,0.0715,0.0378,0.0289,0.4081,0.4606,0.1619,0.0549,5.0381,7.5487,101.9611,0.0358,3.0086,0.924,2.8879,0.0445,0.6328,908.6967,115.3681,111.1149,120.0464,122.6327,133.0289,576541.9466,0.2795,0.0528,12.3717,14.7522
2505,29/01/2017,Stressed,Commodity,Agriculture,7.2217,9.7963,98.6471,100.2016,0.0498,0.7088,0.2662,0.0287,0.0658,0.0608,0.421,0.4405,0.1069,0.0461,5.6208,3.8732,104.227,0.0372,3.0061,0.9753,0.9168,0.0165,0.5831,1017.7014,101.9331,115.2055,103.8216,110.6019,153.4054,622139.9371,0.2246,0.0831,13.4541,13.8248
2506,22/04/2009,Monte Carlo,Equity,Real Estate,6.2191,9.3572,110.985,101.0147,0.0525,1.7583,0.2744,0.0775,0.0506,0.0831,0.3948,0.4195,0.1858,0.0398,8.435,5.7117,112.669,0.033,0.9136,1.0074,1.0955,0.0241,0.553,1033.0797,113.3016,107.1127,111.465,113.8414,155.4848,612397.0194,0.2023,0.0511,12.5934,13.9636
2507,27/03/2012,Monte Carlo,Equity,Future,5.7437,6.7838,104.8334,132.2585,0.036,1.1233,0.2597,0.0709,0.0675,0.0737,0.3994,0.2711,0.3215,0.0818,6.0033,6.4692,105.9505,0.0351,2.0684,1.8217,2.8772,0.0424,0.6992,956.6558,102.6383,113.9428,101.8327,100.6924,141.7157,614709.8707,0.1989,0.0465,12.032,13.4999
2508,09/01/2018,Monte Carlo,Fixed Income,Corporate Bond,4.1705,7.647,113.7317,97.8334,0.0243,1.2842,0.2119,0.0561,0.0458,0.0425,0.3479,0.3474,0.2902,0.0759,5.3947,6.868,114.0069,0.0369,2.1176,2.8558,2.8219,0.0248,0.6459,911.3233,101.4003,100.2766,109.8684,99.7437,127.1293,582932.2251,0.2658,0.0679,13.1323,15.4265
2509,06/10/2007,Stressed,Derivative,Gold,8.5378,7.3867,127.8908,119.8047,0.0384,1.1991,0.3222,0.0514,0.0391,0.0665,0.4203,0.2179,0.3551,0.0387,6.4356,5.2813,101.2115,0.0318,3.2919,1.807,2.7876,0.0232,0.5679,1152.4692,106.9164,98.4162,110.6625,126.9657,141.5355,553930.509,0.3024,0.082,11.3547,12.6101
2510,13/08/2013,Stressed,Derivative,Real Estate,7.0684,9.3159,115.4217,110.8335,0.0472,0.7667,0.319,0.0724,0.0386,0.0968,0.4446,0.2815,0.2946,0.0439,6.9561,5.1397,99.1046,0.0306,1.0437,0.9387,2.0733,0.0488,0.6875,1176.4419,97.438,108.372,122.1193,114.2198,132.4572,539902.4106,0.2076,0.0542,11.5485,11.659
2511,01/11/2015,Stressed,Derivative,Gold,5.8272,6.9551,114.7038,106.0147,0.0426,1.4128,0.1889,0.0245,0.1084,0.0586,0.2457,0.2358,0.4758,0.0422,7.6664,5.7107,98.2063,0.0309,1.0901,1.9305,3.2828,0.0396,0.4493,1084.6267,99.1859,108.7299,95.9031,96.0218,144.5743,659334.4858,0.2341,0.0736,10.4286,9.9729
2512,04/11/2019,Monte Carlo,Equity,Municipal Bond,5.4794,9.789,97.1079,111.0324,0.0319,1.4128,0.3702,0.1018,0.0557,0.0365,0.3594,0.266,0.4052,0.0409,6.5784,5.296,111.7732,0.0413,2.831,0.9523,1.0646,0.0382,0.4866,951.9948,116.2815,109.0816,108.6099,118.6635,139.1227,477535.3185,0.2426,0.0402,12.5303,13.9032
2513,05/02/2013,Stressed,Commodity,Common Stock,8.9319,7.0808,111.5488,89.8346,0.0214,2.3205,0.2978,0.0211,0.0911,0.1007,0.4765,0.328,0.2502,0.0425,8.4171,8.253,110.2806,0.0338,1.0493,3.0289,1.9765,0.0255,0.6009,880.7413,96.871,115.9316,111.1098,116.3396,135.9987,720261.0439,0.3072,0.0607,9.9865,11.3906
2514,28/03/2026,Stressed,Fixed Income,Large Cap,5.5811,8.6308,116.4719,119.075,0.0443,1.0826,0.3214,0.0249,0.0296,0.0285,0.2847,0.2711,0.4889,0.0676,6.01,5.9312,108.3615,0.0389,0.9091,1.8387,2.0675,0.0348,0.6961,1148.5961,96.2755,99.2465,97.6895,99.0946,127.74,619013.4037,0.213,0.0533,13.5572,16.4014
2515,08/05/2007,Stressed,Fixed Income,Agriculture,5.9654,9.2847,124.9412,115.299,0.0459,2.0621,0.3174,0.065,0.0663,0.0544,0.4125,0.4839,0.175,0.0597,7.3863,7.2362,93.9246,0.0506,2.9678,0.9468,2.8462,0.0428,0.6941,1040.2452,109.4567,115.5453,108.2738,103.3437,146.863,557419.6503,0.249,0.0651,12.1257,12.2473
2516,30/11/2019,Base,Fixed Income,Gold,6.3607,7.9392,135.8305,98.6574,0.0286,1.8152,0.2433,0.0403,0.0432,0.0714,0.3536,0.3316,0.3437,0.0594,4.8243,6.4513,105.5993,0.0464,1.0873,1.8634,0.9492,0.0353,0.5189,1027.2655,116.8149,109.5469,98.8788,93.4944,127.4126,567477.0593,0.2423,0.0722,14.1608,14.3996
2517,05/08/2013,Stressed,Equity,Gold,8.8395,7.9589,97.4954,101.426,0.0364,1.7176,0.3473,0.0393,0.0265,0.0258,0.2621,0.2667,0.4785,0.0383,4.2194,3.9644,108.6696,0.0508,2.1182,0.9345,1.0164,0.0513,0.7466,1091.9033,100.9506,93.4225,104.6607,98.4382,144.2185,511987.8568,0.2384,0.0611,12.6887,12.5851
2518,11/02/2013,Monte Carlo,Derivative,Swap,8.4827,7.8777,97.9081,90.0869,0.0422,0.4654,0.3861,0.0831,0.0262,0.0448,0.2607,0.3058,0.468,0.0433,4.0139,7.1141,106.6423,0.0479,3.1515,0.9511,1.966,0.0277,0.6011,970.1605,108.1293,119.2063,112.4574,96.7283,135.4573,693531.857,0.204,0.0727,14.5352,15.1126
2519,11/05/2003,Stressed,Derivative,Option,9.1649,8.4466,105.2368,96.4156,0.0358,1.215,0.2139,0.0843,0.0678,0.0501,0.3806,0.3404,0.2213,0.034,8.1421,4.9214,105.631,0.0281,3.2096,1.0446,2.1924,0.0194,0.6975,941.5451,101.9807,103.6413,111.4537,110.3996,141.4521,567226.1806,0.3278,0.0573,15.787,14.962
2520,20/01/2006,Stressed,Equity,Hedge Fund,5.3194,6.7529,103.1871,99.7411,0.0317,1.58,0.2304,0.0712,0.0737,0.0912,0.2123,0.3567,0.5141,0.0433,7.694,4.0642,115.3854,0.0338,1.8036,1.0799,1.0037,0.0416,0.5746,1074.4916,113.8622,96.2778,115.4458,120.9655,125.7459,534758.1613,0.2595,0.0479,15.9341,16.4098
2521,15/11/2019,Monte Carlo,Alternative,Hedge Fund,5.9306,9.507,110.8227,99.476,0.0301,0.9586,0.2106,0.0476,0.0974,0.0713,0.4499,0.3389,0.1758,0.0602,3.7387,7.8451,116.0452,0.0504,1.9281,0.9105,1.8433,0.0262,0.4391,938.3528,116.2411,106.6723,107.0563,120.9633,147.1441,493062.1112,0.266,0.0665,11.0092,13.3818
2522,09/06/2022,Monte Carlo,Derivative,Government Bond,4.9843,8.455,110.4331,113.0316,0.033,1.4339,0.2221,0.0778,0.0373,0.0557,0.4362,0.3927,0.1564,0.0514,7.939,6.3676,105.53,0.0344,2.0444,3.2846,1.8422,0.0336,0.4664,1159.3076,98.5955,103.2998,105.7398,108.1396,147.7965,644820.7483,0.2378,0.0774,11.0019,11.0434
2523,25/03/2013,Monte Carlo,Fixed Income,Option,6.5807,8.3312,114.0221,130.567,0.0217,1.3026,0.2648,0.0671,0.0732,0.0681,0.3514,0.4748,0.2118,0.0657,8.7752,6.419,107.6109,0.0399,1.018,2.8782,1.077,0.0188,0.5206,1106.8427,108.179,108.6262,113.5546,101.705,148.8489,569998.4046,0.2059,0.0678,13.4944,14.2716
2524,07/05/2008,Monte Carlo,Commodity,Agriculture,6.5751,10.2514,108.5214,98.9578,0.0402,1.3387,0.3214,0.1042,0.0417,0.0611,0.3219,0.3629,0.271,0.0709,6.6985,8.0503,108.5568,0.033,0.9211,1.0374,2.0978,0.0158,0.4558,1057.8006,105.9542,91.9753,117.7961,105.1579,136.8395,498104.3993,0.2812,0.0624,10.127,10.8781
2525,11/09/2001,Base,Equity,Private Equity,4.4719,9.297,113.3733,130.4462,0.0423,1.581,0.329,0.0505,0.0759,0.087,0.458,0.4222,0.1075,0.0341,6.5224,6.4938,99.0288,0.0504,0.9959,1.0149,2.0082,0.0145,0.4793,1015.9416,96.3935,97.969,114.2269,119.4464,149.5539,551495.8029,0.2533,0.066,13.7598,13.5033
2526,22/03/2017,Stressed,Fixed Income,Preferred Stock,4.9107,8.7551,120.0167,100.9031,0.0444,0.5745,0.356,0.0244,0.1035,0.0814,0.295,0.2784,0.4521,0.0569,5.7507,3.7386,110.2053,0.0382,2.034,2.024,0.9408,0.0417,0.4689,1132.8329,113.9365,113.1887,101.4592,101.8485,138.0846,481488.2122,0.2872,0.0516,15.9209,16.4024
2527,25/07/2020,Base,Equity,Real Estate,4.2379,7.3481,112.7046,101.5166,0.0435,0.4526,0.289,0.0583,0.0651,0.098,0.4204,0.3131,0.2492,0.0629,4.5788,7.9435,109.1702,0.0323,1.9699,3.1463,2.0893,0.0432,0.7282,1011.7148,104.553,100.242,121.9596,127.7984,145.2079,461570.7005,0.2513,0.0601,12.877,16.981
2528,16/02/2018,Base,Equity,Municipal Bond,5.1675,7.2252,125.9504,109.8703,0.0397,2.5677,0.2873,0.04,0.0427,0.05,0.4287,0.3493,0.1959,0.0768,5.0283,7.7705,98.8012,0.0461,0.9689,1.9785,2.1846,0.0306,0.7121,924.4522,119.4415,111.5462,95.3449,96.0992,131.353,471701.5828,0.2035,0.0818,13.9004,13.9833
2529,30/03/2020,Base,Fixed Income,Gold,7.687,8.6246,95.335,122.1469,0.0446,1.7907,0.3233,0.0908,0.0552,0.029,0.3976,0.3848,0.1975,0.0371,6.9103,4.7658,102.7208,0.044,1.912,1.8983,0.9197,0.0216,0.4892,895.2016,112.9133,109.8215,98.9509,96.0394,160.1663,683748.04,0.2941,0.0639,12.3494,14.2078
2530,25/06/2014,Monte Carlo,Fixed Income,Municipal Bond,7.1649,8.2871,92.022,99.0731,0.0392,0.8908,0.3442,0.0503,0.0241,0.0312,0.2105,0.3352,0.5015,0.039,5.1247,8.3999,113.4945,0.0496,1.8293,2.1144,2.9421,0.0365,0.5298,1248.292,105.6488,114.5998,101.3641,111.6613,129.7205,499714.4355,0.2897,0.0513,9.7162,10.2634
2531,11/04/2003,Monte Carlo,Fixed Income,Real Estate,4.3115,8.5298,93.3074,132.5174,0.0297,2.1405,0.3623,0.0314,0.0311,0.0292,0.2512,0.5012,0.2522,0.0442,5.8168,3.9592,101.9735,0.0496,2.9006,2.0232,0.95,0.0329,0.5405,1211.2707,102.564,97.0693,100.5099,109.0478,136.2502,499219.4028,0.2853,0.0689,15.2101,17.3211
2532,31/01/2025,Stressed,Fixed Income,Hedge Fund,7.7337,8.1195,102.7667,116.1566,0.0251,1.61,0.2539,0.0265,0.0721,0.0554,0.3245,0.2846,0.3815,0.0334,6.5184,6.753,99.1535,0.0311,0.9785,1.9386,1.9672,0.0154,0.5012,1028.3708,98.1154,103.6546,107.273,108.9246,132.6271,610441.1295,0.3114,0.0876,14.5352,15.6498
2533,17/08/2001,Stressed,Equity,Corporate Bond,4.8896,7.4065,125.9389,99.4903,0.0266,1.8287,0.3943,0.0869,0.0428,0.0828,0.2477,0.2565,0.4708,0.0402,8.7488,3.9996,100.1248,0.0426,1.0589,1.8671,0.9969,0.0139,0.6404,925.2426,102.0245,105.3351,109.6849,107.742,159.55,700943.6457,0.208,0.0374,13.124,16.3891
2534,01/10/2002,Base,Commodity,Preferred Stock,4.7636,9.0797,110.3587,83.8131,0.0476,1.9727,0.3938,0.0275,0.0466,0.0751,0.3175,0.2468,0.4339,0.0531,4.0643,7.452,98.6136,0.045,1.0957,1.0063,2.1032,0.0482,0.5779,1124.2981,90.0321,96.4431,105.3874,94.6923,130.2601,686883.0115,0.2162,0.0382,11.009,13.6812
2535,19/10/2018,Monte Carlo,Commodity,Option,8.3851,9.1217,102.6518,121.51,0.0294,1.8063,0.3452,0.058,0.0498,0.0751,0.2752,0.4568,0.269,0.0781,6.2591,5.8935,108.264,0.0441,1.9921,2.9028,2.161,0.0102,0.6032,932.192,120.4739,106.737,129.6637,123.1417,150.5414,618279.0505,0.2215,0.0725,12.2388,13.4557
2536,16/03/2017,Stressed,Derivative,Private Equity,4.4677,6.9782,98.9272,102.0217,0.0379,1.9568,0.2629,0.0608,0.0695,0.0254,0.4061,0.4315,0.2192,0.0343,3.95,5.779,98.4156,0.0371,0.9183,2.1914,2.0515,0.0412,0.5709,1130.6064,103.0985,102.5534,100.8909,106.6855,143.5402,528053.7057,0.2784,0.0611,11.7274,12.7535
2537,25/11/2010,Monte Carlo,Derivative,Common Stock,7.9953,8.522,83.3407,115.901,0.0515,1.7403,0.3499,0.0922,0.0572,0.0281,0.3805,0.4043,0.2202,0.0393,6.9802,5.4141,112.1406,0.0465,2.1365,2.1033,0.9678,0.0253,0.4388,858.0013,96.2929,103.1321,115.7787,100.7319,157.754,665653.6452,0.2735,0.0655,12.0183,14.5456
2538,14/02/2011,Monte Carlo,Fixed Income,Municipal Bond,5.146,6.7391,100.5243,106.78,0.0445,2.3351,0.2316,0.0508,0.0928,0.0716,0.3666,0.4023,0.201,0.064,5.4418,6.9455,110.2995,0.0423,2.962,0.9396,1.8098,0.0368,0.5247,1156.4343,111.2503,109.7745,121.9317,114.3828,137.0392,516698.5285,0.2237,0.0396,12.8611,15.1686
2539,10/09/2008,Monte Carlo,Fixed Income,Private Equity,4.2672,7.0862,133.5578,113.2993,0.0407,1.2917,0.2807,0.073,0.0384,0.0906,0.3409,0.3188,0.3377,0.0424,5.4331,6.1571,100.2998,0.0385,1.9668,1.8247,1.8224,0.0419,0.6524,1060.2082,99.5168,114.8688,114.6773,112.4643,151.5357,625396.8875,0.2982,0.0478,11.2302,11.2076
2540,04/01/2022,Monte Carlo,Commodity,Municipal Bond,5.4646,8.8946,111.9733,126.9474,0.0479,1.772,0.4016,0.1011,0.0963,0.0891,0.4016,0.2973,0.2653,0.0647,4.6382,8.2723,93.3438,0.0444,3.1918,2.8517,1.8701,0.0301,0.4017,986.12,92.1444,92.7066,106.4664,106.1407,121.0859,707983.0143,0.2369,0.0672,11.1861,10.9766
2541,25/09/2010,Stressed,Alternative,Swap,8.3853,6.9639,92.645,113.038,0.0255,1.3015,0.3383,0.0396,0.0867,0.0273,0.3088,0.4772,0.209,0.0674,7.068,6.8468,111.9606,0.0427,1.8367,2.1738,3.2499,0.0318,0.5085,1091.2355,108.9755,102.458,96.0336,100.3737,134.294,597371.8615,0.2558,0.0758,15.5729,14.0476
2542,16/08/2017,Monte Carlo,Fixed Income,Preferred Stock,6.5682,7.1631,90.3538,132.0762,0.0341,2.2365,0.3594,0.0718,0.0403,0.0301,0.3084,0.2243,0.4656,0.0388,3.8502,6.6242,97.5385,0.0465,2.9678,1.9194,2.0506,0.0348,0.6777,962.0979,100.9906,110.4501,110.282,116.1168,133.0041,599930.9084,0.2282,0.0675,14.2528,14.6475
2543,04/07/2012,Base,Commodity,Swap,6.8532,9.7837,116.7596,100.8197,0.033,0.9767,0.1987,0.0491,0.0864,0.0638,0.4416,0.3417,0.1725,0.0702,3.7954,8.7891,109.4936,0.0453,1.8305,1.0284,1.9339,0.0272,0.4537,907.0438,101.9818,107.4706,111.4198,115.0417,144.6413,523198.2616,0.2855,0.0701,11.4083,13.0882
2544,12/10/2024,Stressed,Fixed Income,Common Stock,8.7809,10.5165,102.7247,118.8128,0.0283,2.1982,0.3258,0.0241,0.0375,0.1003,0.4364,0.3212,0.2439,0.0615,6.5767,4.7877,114.7451,0.0369,2.9305,2.159,2.7927,0.0338,0.5202,1191.6404,105.9651,107.4867,120.4115,111.3732,154.2223,472700.3898,0.2644,0.0631,12.2681,14.2509
2545,05/01/2022,Monte Carlo,Fixed Income,Future,5.1293,8.3093,97.0913,99.8889,0.0352,2.0747,0.26,0.0374,0.0822,0.0863,0.4421,0.3223,0.2866,0.0535,7.0441,5.9966,105.7431,0.03,2.1394,1.8562,1.848,0.0414,0.5562,1268.4609,91.7581,95.1281,103.3871,116.9853,154.3738,600070.2472,0.2843,0.061,13.5788,15.378
2546,05/12/2013,Stressed,Fixed Income,Agriculture,6.8606,10.4319,107.8497,97.0676,0.0211,1.7097,0.1828,0.063,0.026,0.107,0.3709,0.5031,0.1605,0.0524,4.8346,4.6145,103.247,0.0423,1.9272,3.0973,2.1064,0.0245,0.5272,1237.6552,103.5588,93.4224,106.2342,102.8887,142.4793,608632.617,0.2246,0.0619,11.782,12.7795
2547,03/03/2021,Stressed,Equity,Large Cap,5.6997,9.0779,112.0745,114.3313,0.0406,2.1579,0.2046,0.0766,0.0734,0.0301,0.3816,0.404,0.2022,0.0602,7.9276,6.0376,101.4359,0.0527,1.8212,1.07,2.0168,0.0302,0.5486,1257.7977,100.0867,87.6802,112.4147,124.7426,129.735,613567.5454,0.2838,0.062,11.3829,12.3455
2548,13/09/2010,Monte Carlo,Derivative,Future,4.7617,7.5163,98.1062,85.0237,0.0258,0.5638,0.3092,0.0915,0.0454,0.0238,0.296,0.3635,0.3069,0.0334,5.2509,6.317,114.6773,0.0382,0.995,1.9811,1.8574,0.0417,0.7005,1005.7844,111.2162,110.7713,100.9868,101.6897,137.5101,595048.3912,0.3158,0.0435,9.3325,12.0471
2549,12/01/2026,Base,Fixed Income,Agriculture,6.3793,9.1403,93.1632,102.6166,0.0439,1.3851,0.3901,0.0357,0.0917,0.0409,0.456,0.3702,0.1501,0.0351,5.5215,5.1502,109.2983,0.0468,1.9588,1.0039,2.9172,0.0259,0.6695,985.9475,93.0754,110.6768,103.0564,113.1714,138.6084,556693.1418,0.2091,0.0656,13.5758,15.049
2550,30/09/2009,Stressed,Commodity,Gold,5.1359,9.3715,101.9911,89.2437,0.0361,1.0704,0.3618,0.0852,0.043,0.0467,0.4576,0.2984,0.2589,0.0692,3.9144,7.0389,112.9568,0.0321,1.9622,2.1573,1.9718,0.0165,0.3869,1224.2521,88.7301,97.1657,94.4096,98.0777,136.0875,682573.4815,0.2472,0.0485,14.2433,15.2397
2551,13/02/2012,Monte Carlo,Alternative,Preferred Stock,3.8876,7.791,111.5349,97.3785,0.0219,2.1059,0.3902,0.0413,0.0763,0.0691,0.3665,0.321,0.2984,0.0557,5.9929,6.4992,103.3638,0.0356,2.1926,0.9363,2.0711,0.0126,0.6458,976.0292,103.1095,105.5756,112.0106,107.1017,142.5628,724537.9073,0.2445,0.0567,14.479,12.605
2552,19/10/2008,Monte Carlo,Commodity,Swap,6.9676,6.1126,98.8129,93.627,0.0309,0.7045,0.2251,0.0783,0.0878,0.0864,0.3691,0.236,0.3596,0.0345,5.992,7.2775,102.7379,0.0349,1.8992,1.8683,1.0303,0.0256,0.6469,1049.0735,100.609,110.7265,101.6245,113.5727,143.8,557493.6015,0.2547,0.0743,12.2763,13.3797
2553,05/01/2024,Monte Carlo,Commodity,Option,5.0674,7.2976,91.0169,133.0835,0.0389,0.7574,0.3579,0.0445,0.028,0.0249,0.418,0.4427,0.1429,0.0505,3.7855,7.657,112.5877,0.0315,1.9838,3.1677,1.0807,0.0319,0.5232,1079.6308,104.4994,111.6101,106.4523,113.3492,142.8016,692010.6399,0.2444,0.0524,9.9611,11.6786
